millis,stamp,datetime,soilmoisture
15996000, 1565961060, 2019/8/16 13:11:0, 633
16026998, 1565961060, 2019/8/16 13:11:0, 633
16057999, 1565961060, 2019/8/16 13:11:0, 634
16088999, 1565961060, 2019/8/16 13:11:0, 633
16119999, 1565961060, 2019/8/16 13:11:0, 633
16150999, 1565961060, 2019/8/16 13:11:0, 633
16182000, 1565961060, 2019/8/16 13:11:0, 633
16212999, 1565961060, 2019/8/16 13:11:0, 634
16243998, 1565961060, 2019/8/16 13:11:0, 633
16274999, 1565961060, 2019/8/16 13:11:0, 633
16305999, 1565961060, 2019/8/16 13:11:0, 634
16336999, 1565961060, 2019/8/16 13:11:0, 633
16367998, 1565961060, 2019/8/16 13:11:0, 633
16398999, 1565961060, 2019/8/16 13:11:0, 634
16430000, 1565961060, 2019/8/16 13:11:0, 634
16460998, 1565961060, 2019/8/16 13:11:0, 634
16492000, 1565961060, 2019/8/16 13:11:0, 634
16522999, 1565961060, 2019/8/16 13:11:0, 634
16553999, 1565961060, 2019/8/16 13:11:0, 634
16584998, 1565961060, 2019/8/16 13:11:0, 634
16615999, 1565961060, 2019/8/16 13:11:0, 634
16646999, 1565961060, 2019/8/16 13:11:0, 634
16678000, 1565961060, 2019/8/16 13:11:0, 634
16709000, 1565961060, 2019/8/16 13:11:0, 634
16739998, 1565961060, 2019/8/16 13:11:0, 634
16770999, 1565961060, 2019/8/16 13:11:0, 633
16801999, 1565961060, 2019/8/16 13:11:0, 633
16832999, 1565961060, 2019/8/16 13:11:0, 634
16864000, 1565961060, 2019/8/16 13:11:0, 634
16895000, 1565961060, 2019/8/16 13:11:0, 634
16925999, 1565961060, 2019/8/16 13:11:0, 634
16956998, 1565961060, 2019/8/16 13:11:0, 633
16988000, 1565961060, 2019/8/16 13:11:0, 634
17018998, 1565961060, 2019/8/16 13:11:0, 634
17049999, 1565961060, 2019/8/16 13:11:0, 634
17080998, 1565961060, 2019/8/16 13:11:0, 633
17112000, 1565961060, 2019/8/16 13:11:0, 634
17142999, 1565961060, 2019/8/16 13:11:0, 633
17173999, 1565961060, 2019/8/16 13:11:0, 633
17205000, 1565961060, 2019/8/16 13:11:0, 633
17235998, 1565961060, 2019/8/16 13:11:0, 634
17266999, 1565961060, 2019/8/16 13:11:0, 634
17297999, 1565961060, 2019/8/16 13:11:0, 634
17328999, 1565961060, 2019/8/16 13:11:0, 634
17359998, 1565961060, 2019/8/16 13:11:0, 634
17390999, 1565961060, 2019/8/16 13:11:0, 634
17422000, 1565961060, 2019/8/16 13:11:0, 634
17452998, 1565961060, 2019/8/16 13:11:0, 634
17483999, 1565961060, 2019/8/16 13:11:0, 633
17514999, 1565961060, 2019/8/16 13:11:0, 634
17545999, 1565961060, 2019/8/16 13:11:0, 634
17576998, 1565961060, 2019/8/16 13:11:0, 634
17608000, 1565961060, 2019/8/16 13:11:0, 634
17639000, 1565961060, 2019/8/16 13:11:0, 634
17669999, 1565961060, 2019/8/16 13:11:0, 634
17700999, 1565961060, 2019/8/16 13:11:0, 634
17731999, 1565961060, 2019/8/16 13:11:0, 634
17762999, 1565961060, 2019/8/16 13:11:0, 634
17793998, 1565961060, 2019/8/16 13:11:0, 633
17824999, 1565961060, 2019/8/16 13:11:0, 634
17855998, 1565961060, 2019/8/16 13:11:0, 634
17886999, 1565961060, 2019/8/16 13:11:0, 634
17918000, 1565961060, 2019/8/16 13:11:0, 634
17948999, 1565961060, 2019/8/16 13:11:0, 634
17979999, 1565961060, 2019/8/16 13:11:0, 634
18010998, 1565961060, 2019/8/16 13:11:0, 633
18042000, 1565961060, 2019/8/16 13:11:0, 633
18072999, 1565961060, 2019/8/16 13:11:0, 634
18103999, 1565961060, 2019/8/16 13:11:0, 634
18134999, 1565961060, 2019/8/16 13:11:0, 634
18166000, 1565961060, 2019/8/16 13:11:0, 634
18196999, 1565961060, 2019/8/16 13:11:0, 634
18227998, 1565961060, 2019/8/16 13:11:0, 634
18259000, 1565961060, 2019/8/16 13:11:0, 634
18289999, 1565961060, 2019/8/16 13:11:0, 634
18320999, 1565961060, 2019/8/16 13:11:0, 634
18351998, 1565961060, 2019/8/16 13:11:0, 634
18383000, 1565961060, 2019/8/16 13:11:0, 634
18414000, 1565961060, 2019/8/16 13:11:0, 634
18444998, 1565961060, 2019/8/16 13:11:0, 634
18475999, 1565961060, 2019/8/16 13:11:0, 634
18506999, 1565961060, 2019/8/16 13:11:0, 634
18537998, 1565961060, 2019/8/16 13:11:0, 634
18568999, 1565961060, 2019/8/16 13:11:0, 634
18599999, 1565961060, 2019/8/16 13:11:0, 634
18630999, 1565961060, 2019/8/16 13:11:0, 634
18661999, 1565961060, 2019/8/16 13:11:0, 634
18693000, 1565961060, 2019/8/16 13:11:0, 634
18723998, 1565961060, 2019/8/16 13:11:0, 634
18754999, 1565961060, 2019/8/16 13:11:0, 634
18785999, 1565961060, 2019/8/16 13:11:0, 634
18817000, 1565961060, 2019/8/16 13:11:0, 634
18847998, 1565961060, 2019/8/16 13:11:0, 634
18878999, 1565961060, 2019/8/16 13:11:0, 634
18910000, 1565961060, 2019/8/16 13:11:0, 634
18940998, 1565961060, 2019/8/16 13:11:0, 634
18971999, 1565961060, 2019/8/16 13:11:0, 634
19002999, 1565961060, 2019/8/16 13:11:0, 634
19033999, 1565961060, 2019/8/16 13:11:0, 634
19064998, 1565961060, 2019/8/16 13:11:0, 634
19096000, 1565961060, 2019/8/16 13:11:0, 634
19127000, 1565961060, 2019/8/16 13:11:0, 634
19157999, 1565961060, 2019/8/16 13:11:0, 634
19188999, 1565961060, 2019/8/16 13:11:0, 634
19219999, 1565961060, 2019/8/16 13:11:0, 634
19250999, 1565961060, 2019/8/16 13:11:0, 634
19281998, 1565961060, 2019/8/16 13:11:0, 634
19313000, 1565961060, 2019/8/16 13:11:0, 634
19343998, 1565961060, 2019/8/16 13:11:0, 634
19374999, 1565961060, 2019/8/16 13:11:0, 634
19405999, 1565961060, 2019/8/16 13:11:0, 634
19436999, 1565961060, 2019/8/16 13:11:0, 634
19467999, 1565961060, 2019/8/16 13:11:0, 634
19498998, 1565961060, 2019/8/16 13:11:0, 634
19530000, 1565961060, 2019/8/16 13:11:0, 634
19560998, 1565961060, 2019/8/16 13:11:0, 634
19591999, 1565961060, 2019/8/16 13:11:0, 634
19622999, 1565961060, 2019/8/16 13:11:0, 634
19654000, 1565961060, 2019/8/16 13:11:0, 634
19685000, 1565961060, 2019/8/16 13:11:0, 634
19715998, 1565961060, 2019/8/16 13:11:0, 634
19746999, 1565961060, 2019/8/16 13:11:0, 635
19777999, 1565961060, 2019/8/16 13:11:0, 634
19809000, 1565961060, 2019/8/16 13:11:0, 634
19839998, 1565961060, 2019/8/16 13:11:0, 634
19870999, 1565961060, 2019/8/16 13:11:0, 634
19902000, 1565961060, 2019/8/16 13:11:0, 634
19932998, 1565961060, 2019/8/16 13:11:0, 634
19964000, 1565961060, 2019/8/16 13:11:0, 634
19994999, 1565961060, 2019/8/16 13:11:0, 634
20025999, 1565961060, 2019/8/16 13:11:0, 634
20056998, 1565961060, 2019/8/16 13:11:0, 634
20088000, 1565961060, 2019/8/16 13:11:0, 634
20119000, 1565961060, 2019/8/16 13:11:0, 634
20149999, 1565961060, 2019/8/16 13:11:0, 634
20180999, 1565961060, 2019/8/16 13:11:0, 634
20211999, 1565961060, 2019/8/16 13:11:0, 634
20243000, 1565961060, 2019/8/16 13:11:0, 635
20273998, 1565961060, 2019/8/16 13:11:0, 634
20305000, 1565961060, 2019/8/16 13:11:0, 634
20335998, 1565961060, 2019/8/16 13:11:0, 634
20366999, 1565961060, 2019/8/16 13:11:0, 634
20398000, 1565961060, 2019/8/16 13:11:0, 634
20428999, 1565961060, 2019/8/16 13:11:0, 634
20460000, 1565961060, 2019/8/16 13:11:0, 634
20490998, 1565961060, 2019/8/16 13:11:0, 634
20521999, 1565961060, 2019/8/16 13:11:0, 635
20552999, 1565961060, 2019/8/16 13:11:0, 634
20584000, 1565961060, 2019/8/16 13:11:0, 634
20614999, 1565961060, 2019/8/16 13:11:0, 634
20646000, 1565961060, 2019/8/16 13:11:0, 634
20676999, 1565961060, 2019/8/16 13:11:0, 634
20707998, 1565961060, 2019/8/16 13:11:0, 634
20739000, 1565961060, 2019/8/16 13:11:0, 634
20769999, 1565961060, 2019/8/16 13:11:0, 634
20800999, 1565961060, 2019/8/16 13:11:0, 634
20831998, 1565961060, 2019/8/16 13:11:0, 634
20863000, 1565961060, 2019/8/16 13:11:0, 634
20894000, 1565961060, 2019/8/16 13:11:0, 634
20924998, 1565961060, 2019/8/16 13:11:0, 634
20956000, 1565961060, 2019/8/16 13:11:0, 634
20986998, 1565961060, 2019/8/16 13:11:0, 634
21017999, 1565961060, 2019/8/16 13:11:0, 634
21048999, 1565961060, 2019/8/16 13:11:0, 634
21080000, 1565961060, 2019/8/16 13:11:0, 634
21110999, 1565961060, 2019/8/16 13:11:0, 634
21141999, 1565961060, 2019/8/16 13:11:0, 634
21173000, 1565961060, 2019/8/16 13:11:0, 634
21203999, 1565961060, 2019/8/16 13:11:0, 634
21234999, 1565961060, 2019/8/16 13:11:0, 634
21265998, 1565961060, 2019/8/16 13:11:0, 634
21297000, 1565961060, 2019/8/16 13:11:0, 634
21327998, 1565961060, 2019/8/16 13:11:0, 634
21358999, 1565961060, 2019/8/16 13:11:0, 634
21390000, 1565961060, 2019/8/16 13:11:0, 634
21420998, 1565961060, 2019/8/16 13:11:0, 635
21451999, 1565961060, 2019/8/16 13:11:0, 634
21482998, 1565961060, 2019/8/16 13:11:0, 634
21514000, 1565961060, 2019/8/16 13:11:0, 634
21544998, 1565961060, 2019/8/16 13:11:0, 634
21575999, 1565961060, 2019/8/16 13:11:0, 634
21607000, 1565961060, 2019/8/16 13:11:0, 634
21638000, 1565961060, 2019/8/16 13:11:0, 634
21668999, 1565961060, 2019/8/16 13:11:0, 634
21699999, 1565961060, 2019/8/16 13:11:0, 634
21731000, 1565961060, 2019/8/16 13:11:0, 634
21761998, 1565961060, 2019/8/16 13:11:0, 634
21792999, 1565961060, 2019/8/16 13:11:0, 634
21824000, 1565961060, 2019/8/16 13:11:0, 634
21855000, 1565961060, 2019/8/16 13:11:0, 634
21885999, 1565961060, 2019/8/16 13:11:0, 634
21916998, 1565961060, 2019/8/16 13:11:0, 635
21948000, 1565961060, 2019/8/16 13:11:0, 634
21978999, 1565961060, 2019/8/16 13:11:0, 634
22009999, 1565961060, 2019/8/16 13:11:0, 634
22040998, 1565961060, 2019/8/16 13:11:0, 635
22072000, 1565961060, 2019/8/16 13:11:0, 634
22103000, 1565961060, 2019/8/16 13:11:0, 634
22134000, 1565961060, 2019/8/16 13:11:0, 634
22165000, 1565961060, 2019/8/16 13:11:0, 634
22195998, 1565961060, 2019/8/16 13:11:0, 634
22226999, 1565961060, 2019/8/16 13:11:0, 634
22257998, 1565961060, 2019/8/16 13:11:0, 634
22288999, 1565961060, 2019/8/16 13:11:0, 634
22319998, 1565961060, 2019/8/16 13:11:0, 634
22350998, 1565961060, 2019/8/16 13:11:0, 634
22382000, 1565961060, 2019/8/16 13:11:0, 634
22412999, 1565961060, 2019/8/16 13:11:0, 634
22444000, 1565961060, 2019/8/16 13:11:0, 634
22474998, 1565961060, 2019/8/16 13:11:0, 634
22505999, 1565961060, 2019/8/16 13:11:0, 634
22536998, 1565961060, 2019/8/16 13:11:0, 634
22568000, 1565961060, 2019/8/16 13:11:0, 634
22599000, 1565961060, 2019/8/16 13:11:0, 634
22630000, 1565961060, 2019/8/16 13:11:0, 634
22660999, 1565961060, 2019/8/16 13:11:0, 634
22691999, 1565961060, 2019/8/16 13:11:0, 634
22723000, 1565961060, 2019/8/16 13:11:0, 634
22753998, 1565961060, 2019/8/16 13:11:0, 634
22784999, 1565961060, 2019/8/16 13:11:0, 634
22816000, 1565961060, 2019/8/16 13:11:0, 634
22846999, 1565961060, 2019/8/16 13:11:0, 634
22877999, 1565961060, 2019/8/16 13:11:0, 635
22908998, 1565961060, 2019/8/16 13:11:0, 634
22940000, 1565961060, 2019/8/16 13:11:0, 634
22970998, 1565961060, 2019/8/16 13:11:0, 634
23001999, 1565961060, 2019/8/16 13:11:0, 634
23032999, 1565961060, 2019/8/16 13:11:0, 634
23063999, 1565961060, 2019/8/16 13:11:0, 634
23094999, 1565961060, 2019/8/16 13:11:0, 634
23126000, 1565961060, 2019/8/16 13:11:0, 634
23157000, 1565961060, 2019/8/16 13:11:0, 634
23187998, 1565961060, 2019/8/16 13:11:0, 634
23218999, 1565961060, 2019/8/16 13:11:0, 634
23249999, 1565961060, 2019/8/16 13:11:0, 634
23280999, 1565961060, 2019/8/16 13:11:0, 634
23311998, 1565961060, 2019/8/16 13:11:0, 634
23342999, 1565961060, 2019/8/16 13:11:0, 634
23373999, 1565961060, 2019/8/16 13:11:0, 634
23404999, 1565961060, 2019/8/16 13:11:0, 635
23435999, 1565961060, 2019/8/16 13:11:0, 634
23466999, 1565961060, 2019/8/16 13:11:0, 635
23498000, 1565961060, 2019/8/16 13:11:0, 634
23528998, 1565961060, 2019/8/16 13:11:0, 635
23559999, 1565961060, 2019/8/16 13:11:0, 634
23591000, 1565961060, 2019/8/16 13:11:0, 634
23622000, 1565961060, 2019/8/16 13:11:0, 634
23652999, 1565961060, 2019/8/16 13:11:0, 634
23683998, 1565961060, 2019/8/16 13:11:0, 634
23715000, 1565961060, 2019/8/16 13:11:0, 634
23745998, 1565961060, 2019/8/16 13:11:0, 636
23776999, 1565961060, 2019/8/16 13:11:0, 625
23808000, 1565961060, 2019/8/16 13:11:0, 626
23839000, 1565961060, 2019/8/16 13:11:0, 625
23869999, 1565961060, 2019/8/16 13:11:0, 624
